"Category","City","Country","Customer_ID","Customer_Name","Discount","Market","Record_Count","Order_Date","Order_ID","Order_Priority","Product_ID","Product_Name","Profit","Quantity","Region","Row_ID","Sales","Segment","Ship_Date","Ship_Mode","Shipping_Cost","State","Sub_Category","Year","Market2","weeknum","Profit_Margin","Discount_Band"
"Technology","Houston","United States","AT-107354","Annie Thurman",0.2,"US",1,2013-05-31,"CA-2013-108210","Medium","TEC-PH-10002293","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",7.996,5,"Central",41014,80,"Consumer",2013-06-01,"Same Day",10.37,"Texas","Phones",2013,"North America",22,0.09995,"0-20%"
"Technology","Houston","United States","BM-117854","Bryan Mills",0.2,"US",1,2013-07-15,"CA-2013-101966","High","TEC-PH-10003437","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with",52.493,7,"Central",32602,420,"Consumer",2013-07-17,"Second Class",64.32,"Texas","Phones",2013,"North America",29,0.124983333333333,"0-20%"
"Technology","Houston","United States","IL-151004","Ivan Liston",0.2,"US",1,2013-07-24,"CA-2013-111318","High","TEC-PH-10004100","Griffin GC17055 Auxiliary Audio Cable",11.5136,8,"Central",40001,115,"Consumer",2013-07-27,"First Class",19.65,"Texas","Phones",2013,"North America",30,0.100118260869565,"0-20%"
"Technology","Houston","United States","RD-198104","Ross DeVincentis",0.2,"US",1,2013-09-03,"CA-2013-112739","Medium","TEC-AC-10001714","Logitech MX Performance Wireless Mouse",33.9065,5,"Central",39976,160,"Home Office",2013-09-08,"Second Class",12.91,"Texas","Accessories",2013,"North America",36,0.211915625,"0-20%"
"Technology","Houston","United States","AG-106754","Anna Gayman",0.2,"US",1,2013-09-09,"CA-2013-108987","Critical","TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card",0.7198,2,"Central",31698,58,"Consumer",2013-09-11,"Second Class",16.53,"Texas","Accessories",2013,"North America",37,0.0124103448275862,"0-20%"
"Technology","Houston","United States","KT-164804","Kean Thornton",0.2,"US",1,2013-09-11,"CA-2013-146206","High","TEC-PH-10000895","Polycom VVX 310 VoIP phone",53.997,5,"Central",33791,720,"Consumer",2013-09-15,"Second Class",107.79,"Texas","Phones",2013,"North America",37,0.0749958333333333,"0-20%"
"Technology","Houston","United States","EP-139154","Emily Phan",0.2,"US",1,2013-11-06,"US-2013-131611","Medium","TEC-AC-10004001","Logitech Wireless Headset H600 Over-The-Head Design",45.1395,5,"Central",35565,172,"Consumer",2013-11-10,"Standard Class",8.02,"Texas","Accessories",2013,"North America",45,0.262438953488372,"0-20%"
"Technology","Houston","United States","MS-177704","Maxwell Schwartz",0.2,"US",1,2013-11-11,"US-2013-144547","High","TEC-AC-10004901","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",48.9902,7,"Central",35190,280,"Consumer",2013-11-15,"Standard Class",21.08,"Texas","Accessories",2013,"North America",46,0.174965,"0-20%"
"Technology","Houston","United States","EH-139454","Eric Hoffmann",0.2,"US",1,2013-11-20,"US-2013-110156","Medium","TEC-PH-10003589","invisibleSHIELD by ZAGG Smudge-Free Screen Protector",25.186,5,"Central",32407,72,"Consumer",2013-11-25,"Standard Class",7.19,"Texas","Phones",2013,"North America",47,0.349805555555556,"0-20%"
"Technology","Houston","United States","EH-139904","Erica Hackney",0.2,"US",1,2013-11-21,"CA-2013-107790","Medium","TEC-PH-10004539","Wireless Extenders zBoost YX545 SOHO Signal Booster",13.2293,1,"Central",36662,151,"Consumer",2013-11-25,"Standard Class",12.47,"Texas","Phones",2013,"North America",47,0.0876112582781457,"0-20%"
"Technology","Houston","United States","DW-131954","David Wiener",0.2,"US",1,2013-11-21,"US-2013-127971","Low","TEC-PH-10003095","Samsung HM1900 Bluetooth Headset",46.095,7,"Central",34536,123,"Corporate",2013-11-28,"Standard Class",13.2,"Texas","Phones",2013,"North America",47,0.374756097560976,"0-20%"
"Technology","Houston","United States","JE-154754","Jeremy Ellison",0.2,"US",1,2013-11-23,"US-2013-132577","Medium","TEC-AC-10000387","KeyTronic KT800P2 - Keyboard - Black",-0.6008,2,"Central",37381,24,"Consumer",2013-11-28,"Standard Class",2.07,"Texas","Accessories",2013,"North America",47,-0.0250333333333333,"0-20%"
"Technology","Houston","United States","LA-167804","Laura Armstrong",0.2,"US",1,2013-12-24,"CA-2013-132829","Medium","TEC-PH-10004345","Cisco SPA 502G IP Phone",35.985,3,"Central",39856,288,"Corporate",2013-12-27,"Second Class",19.24,"Texas","Phones",2013,"North America",52,0.124947916666667,"0-20%"
"Technology","Houston","United States","LA-167804","Laura Armstrong",0.2,"US",1,2013-12-24,"CA-2013-132829","Medium","TEC-PH-10004912","Cisco SPA112 2 Port Phone Adapter",14.8365,3,"Central",39857,132,"Corporate",2013-12-27,"Second Class",13.18,"Texas","Phones",2013,"North America",52,0.112397727272727,"0-20%"
"Technology","Houston","United States","LA-167804","Laura Armstrong",0.2,"US",1,2013-12-24,"CA-2013-132829","Medium","TEC-PH-10004539","Wireless Extenders zBoost YX545 SOHO Signal Booster",39.6879,3,"Central",39854,454,"Corporate",2013-12-27,"Second Class",38.26,"Texas","Phones",2013,"North America",52,0.087418281938326,"0-20%"
"Technology","Houston","United States","TP-214154","Tom Prescott",0.2,"US",1,2014-02-10,"CA-2014-118773","Medium","TEC-AC-10002402","Razer Kraken PRO Over Ear PC and Music Headset",15.998,2,"Central",34382,128,"Consumer",2014-02-15,"Standard Class",6.42,"Texas","Accessories",2014,"North America",7,0.124984375,"0-20%"
"Technology","Houston","United States","CR-128204","Cyra Reiten",0.2,"US",1,2014-02-18,"CA-2014-159149","Medium","TEC-PH-10000038","Jawbone MINI JAMBOX Wireless Bluetooth Speaker",-87.6672,4,"Central",39404,438,"Home Office",2014-02-20,"First Class",14.15,"Texas","Phones",2014,"North America",8,-0.200153424657534,"0-20%"
"Technology","Houston","United States","TT-212204","Thomas Thornton",0.2,"US",1,2014-03-19,"CA-2014-162075","Medium","TEC-PH-10001557","Pyle PMP37LED",47.0351,7,"Central",40088,538,"Consumer",2014-03-25,"Standard Class",30.49,"Texas","Phones",2014,"North America",12,0.0874258364312268,"0-20%"
"Technology","Houston","United States","HK-148904","Heather Kirkland",0.2,"US",1,2014-03-27,"US-2014-141677","Medium","TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card",1.7995,5,"Central",38469,144,"Corporate",2014-03-31,"Standard Class",8.52,"Texas","Accessories",2014,"North America",13,0.0124965277777778,"0-20%"
"Technology","Houston","United States","HK-148904","Heather Kirkland",0.2,"US",1,2014-03-27,"US-2014-141677","Medium","TEC-CO-10002313","Canon PC1080F Personal Copier",569.9905,5,"Central",38470,2400,"Corporate",2014-03-31,"Standard Class",185.8,"Texas","Copiers",2014,"North America",13,0.237496041666667,"0-20%"
"Technology","Houston","United States","CJ-120104","Caroline Jumper",0.2,"US",1,2014-03-28,"CA-2014-144491","High","TEC-AC-10004901","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver",6.9986,1,"Central",41086,40,"Consumer",2014-04-02,"Standard Class",7.47,"Texas","Accessories",2014,"North America",13,0.174965,"0-20%"
"Technology","Houston","United States","KN-163904","Katherine Nockton",0.2,"US",1,2014-04-22,"CA-2014-140802","Medium","TEC-AC-10001998","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",8.3958,3,"Central",38863,48,"Corporate",2014-04-24,"First Class",7.56,"Texas","Accessories",2014,"North America",17,0.1749125,"0-20%"
"Technology","Houston","United States","GT-147104","Greg Tran",0.2,"US",1,2014-05-15,"CA-2014-161774","High","TEC-PH-10004071","PayAnywhere Card Reader",0.6993,1,"Central",37707,8,"Consumer",2014-05-16,"First Class",0.7,"Texas","Phones",2014,"North America",20,0.0874125,"0-20%"
"Technology","Houston","United States","JH-159104","Jonathan Howell",0.2,"US",1,2014-05-29,"US-2014-112613","Medium","TEC-PH-10001536","Spigen Samsung Galaxy S5 Case Wallet",4.0776,4,"Central",33730,54,"Consumer",2014-06-02,"Standard Class",3.74,"Texas","Phones",2014,"North America",22,0.0755111111111111,"0-20%"
"Technology","Houston","United States","AR-103454","Alex Russell",0.2,"US",1,2014-09-09,"CA-2014-126396","Medium","TEC-AC-10003116","Memorex Froggy Flash Drive 8 GB",20.235,6,"Central",37064,85,"Corporate",2014-09-13,"Second Class",13.03,"Texas","Accessories",2014,"North America",37,0.238058823529412,"0-20%"
"Technology","Houston","United States","SJ-201254","Sanjit Jacobs",0.2,"US",1,2014-09-18,"CA-2014-105669","High","TEC-PH-10002415","Polycom VoiceStation 500 Conference phone",88.485,6,"Central",38749,1416,"Home Office",2014-09-23,"Second Class",123.82,"Texas","Phones",2014,"North America",38,0.062489406779661,"0-20%"
"Technology","Houston","United States","RD-194804","Rick Duston",0.2,"US",1,2014-10-20,"CA-2014-159457","Medium","TEC-PH-10002185","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",5.2125,3,"Central",32967,17,"Consumer",2014-10-27,"Standard Class",1.36,"Texas","Phones",2014,"North America",43,0.306617647058824,"0-20%"
"Technology","Houston","United States","KH-165104","Keith Herrera",0.2,"US",1,2014-10-29,"CA-2014-111262","High","TEC-AC-10002167","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",-2.7,2,"Central",37791,24,"Consumer",2014-11-02,"Second Class",2.46,"Texas","Accessories",2014,"North America",44,-0.1125,"0-20%"
"Technology","Houston","United States","KH-165104","Keith Herrera",0.2,"US",1,2014-10-29,"CA-2014-111262","High","TEC-AC-10004510","Logitech Desktop MK120 Mouse and keyboard Combo",-3.272,2,"Central",37793,26,"Consumer",2014-11-02,"Second Class",2.16,"Texas","Accessories",2014,"North America",44,-0.125846153846154,"0-20%"
"Technology","Houston","United States","HZ-149504","Henia Zydlo",0.2,"US",1,2014-11-22,"CA-2014-157420","High","TEC-PH-10003555","Motorola HK250 Universal Bluetooth Headset",-12.4146,3,"Central",40335,55,"Consumer",2014-11-22,"Same Day",8.08,"Texas","Phones",2014,"North America",47,-0.22572,"0-20%"
"Technology","Houston","United States","RO-197804","Rose O'Brian",0.2,"US",1,2014-11-26,"CA-2014-150266","Medium","TEC-PH-10003437","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with",37.495,5,"Central",40255,300,"Consumer",2014-12-01,"Standard Class",29.09,"Texas","Phones",2014,"North America",48,0.124983333333333,"0-20%"
"Technology","Dallas","United States","JK-153254","Jason Klamczynski",0.2,"US",1,2011-11-21,"US-2011-168501","Low","TEC-PH-10004922","RCA Visys Integrated PBX 8-Line Router",16.7475,5,"Central",36640,268,"Corporate",2011-11-27,"Standard Class",42.08,"Texas","Phones",2011,"North America",48,0.062490671641791,"0-20%"
"Technology","Dallas","United States","AH-104654","Amy Hunt",0.2,"US",1,2012-01-03,"CA-2012-141243","Medium","TEC-AC-10003198","Enermax Acrylux Wireless Keyboard",84.66,5,"Central",36350,398,"Consumer",2012-01-08,"Second Class",25.58,"Texas","Accessories",2012,"North America",1,0.212713567839196,"0-20%"
"Technology","Dallas","United States","MS-179804","Michael Stewart",0.2,"US",1,2012-02-09,"CA-2012-101007","High","TEC-AC-10001266","Memorex Micro Travel Drive 8 GB",6.5,2,"Central",31508,21,"Corporate",2012-02-13,"Second Class",3.81,"Texas","Accessories",2012,"North America",6,0.30952380952381,"0-20%"
"Technology","Dallas","United States","MO-179504","Michael Oakman",0.2,"US",1,2012-04-02,"US-2012-122140","Medium","TEC-AC-10003289","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",1.7991,3,"Central",34067,48,"Consumer",2012-04-07,"Standard Class",4.35,"Texas","Accessories",2012,"North America",14,0.03748125,"0-20%"
"Technology","Dallas","United States","MO-179504","Michael Oakman",0.2,"US",1,2012-04-02,"US-2012-122140","Medium","TEC-AC-10003038","Kingston Digital DataTraveler 16GB USB 2.0",-0.6265,7,"Central",34066,50,"Consumer",2012-04-07,"Standard Class",3.43,"Texas","Accessories",2012,"North America",14,-0.01253,"0-20%"
"Technology","Dallas","United States","BP-111854","Ben Peterman",0.2,"US",1,2012-08-28,"CA-2012-166219","High","TEC-PH-10004165","Mitel MiVoice 5330e IP Phone",82.497,5,"Central",40726,1100,"Corporate",2012-09-01,"Standard Class",164.84,"Texas","Phones",2012,"North America",35,0.0749972727272727,"0-20%"
"Technology","Dallas","United States","SJ-201254","Sanjit Jacobs",0.2,"US",1,2013-03-09,"CA-2013-130400","Medium","TEC-AC-10004633","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",8.388,5,"Central",39803,28,"Home Office",2013-03-13,"Standard Class",1.06,"Texas","Accessories",2013,"North America",10,0.299571428571429,"0-20%"
"Technology","Dallas","United States","NB-186554","Nona Balk",0.2,"US",1,2013-04-29,"CA-2013-161816","Medium","TEC-PH-10003012","Nortel Meridian M3904 Professional Digital phone",41.5773,3,"Central",31907,370,"Corporate",2013-05-02,"First Class",57.2,"Texas","Phones",2013,"North America",18,0.112371081081081,"0-20%"
"Technology","Dallas","United States","SV-209354","Susan Vittorini",0.2,"US",1,2013-07-19,"CA-2013-124681","Medium","TEC-AC-10000487","SanDisk Cruzer 4 GB USB Flash Drive",3.3099,3,"Central",36026,16,"Consumer",2013-07-24,"Second Class",1.25,"Texas","Accessories",2013,"North America",29,0.20686875,"0-20%"
"Technology","Dallas","United States","YC-218954","Yoseph Carroll",0.2,"US",1,2013-09-07,"CA-2013-123932","Medium","TEC-PH-10002447","AT&T CL83451 4-Handset Telephone",37.0782,2,"Central",36649,330,"Corporate",2013-09-13,"Standard Class",24.97,"Texas","Phones",2013,"North America",36,0.112358181818182,"0-20%"
"Technology","Dallas","United States","KB-165854","Ken Black",0.2,"US",1,2013-09-09,"CA-2013-108868","Medium","TEC-PH-10000923","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",21.7355,5,"Central",35690,60,"Corporate",2013-09-13,"Standard Class",4.85,"Texas","Phones",2013,"North America",37,0.362258333333333,"0-20%"
"Technology","Dallas","United States","NS-185054","Neola Schneider",0.2,"US",1,2013-11-25,"CA-2013-128531","Critical","TEC-AC-10003023","Logitech G105 Gaming Keyboard",-2.3748,2,"Central",32963,95,"Consumer",2013-11-27,"Second Class",18.53,"Texas","Accessories",2013,"North America",48,-0.0249978947368421,"0-20%"
"Technology","Dallas","United States","NS-185054","Neola Schneider",0.2,"US",1,2013-11-25,"CA-2013-128531","Critical","TEC-AC-10002049","Logitech G19 Programmable Gaming Keyboard",-7.4394,3,"Central",32961,298,"Consumer",2013-11-27,"Second Class",60.68,"Texas","Accessories",2013,"North America",48,-0.0249644295302013,"0-20%"
"Technology","Dallas","United States","GA-145154","George Ashbrook",0.2,"US",1,2013-11-25,"CA-2013-132731","High","TEC-PH-10004120","AT&T 1080 Phone",49.3164,6,"Central",34821,658,"Consumer",2013-11-29,"Standard Class",81.96,"Texas","Phones",2013,"North America",48,0.0749489361702128,"0-20%"
"Technology","Dallas","United States","NC-185354","Nick Crebassa",0.2,"US",1,2013-11-30,"US-2013-131674","High","TEC-AC-10004864","Memorex Micro Travel Drive 32 GB",16.7946,2,"Central",34908,58,"Corporate",2013-12-02,"Second Class",9.31,"Texas","Accessories",2013,"North America",48,0.289562068965517,"0-20%"
"Technology","Dallas","United States","TH-212354","Tiffany House",0.2,"US",1,2014-06-09,"CA-2014-132682","Critical","TEC-PH-10004042","ClearOne Communications CHAT 70 OC Speaker Phone",28.6182,3,"Central",31964,382,"Corporate",2014-06-11,"Second Class",83.87,"Texas","Phones",2014,"North America",24,0.0749167539267016,"0-20%"
"Technology","Dallas","United States","CK-122054","Chloris Kastensmidt",0.2,"US",1,2014-08-08,"CA-2014-110821","High","TEC-AC-10001552","Logitech K350 2.4Ghz Wireless Keyboard",-13.4379,3,"Central",38948,119,"Consumer",2014-08-09,"First Class",13.12,"Texas","Accessories",2014,"North America",32,-0.112923529411765,"0-20%"
"Technology","Dallas","United States","SP-208604","Sung Pak",0.2,"US",1,2014-10-13,"CA-2014-169362","High","TEC-AC-10001383","Logitech Wireless Touch Keyboard K400",-1.4994,2,"Central",39089,40,"Corporate",2014-10-16,"First Class",5.39,"Texas","Accessories",2014,"North America",42,-0.037485,"0-20%"
"Technology","Dallas","United States","MG-176504","Matthew Grinstein",0.2,"US",1,2014-10-13,"CA-2014-152933","Medium","TEC-AC-10003033","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",128.6805,3,"Central",40397,792,"Home Office",2014-10-17,"Standard Class",54.63,"Texas","Accessories",2014,"North America",42,0.162475378787879,"0-20%"
"Technology","Dallas","United States","MG-176504","Matthew Grinstein",0.2,"US",1,2014-10-13,"CA-2014-152933","Medium","TEC-PH-10002085","Clarity 53712",27.7158,7,"Central",40395,370,"Home Office",2014-10-17,"Standard Class",31.88,"Texas","Phones",2014,"North America",42,0.0749075675675676,"0-20%"
"Technology","Dallas","United States","EM-138254","Elizabeth Moffitt",0.2,"US",1,2014-11-06,"CA-2014-114258","Medium","TEC-PH-10003012","Nortel Meridian M3904 Professional Digital phone",55.4364,4,"Central",34758,493,"Corporate",2014-11-11,"Second Class",39.6,"Texas","Phones",2014,"North America",45,0.112447058823529,"0-20%"
"Technology","Dallas","United States","PG-188204","Patrick Gardner",0.2,"US",1,2014-11-12,"US-2014-116491","Critical","TEC-PH-10004531","OtterBox Commuter Series Case - iPhone 5 & 5s",12.3144,2,"Central",40293,35,"Consumer",2014-11-14,"First Class",12.23,"Texas","Phones",2014,"North America",46,0.35184,"0-20%"
"Technology","Dallas","United States","LS-169754","Lindsay Shagiari",0.2,"US",1,2014-11-13,"CA-2014-164168","Medium","TEC-AC-10004568","Maxell LTO Ultrium - 800 GB",-0.5598,2,"Central",34435,45,"Home Office",2014-11-19,"Standard Class",2.74,"Texas","Accessories",2014,"North America",46,-0.01244,"0-20%"
"Technology","Dallas","United States","LS-169754","Lindsay Shagiari",0.2,"US",1,2014-11-13,"CA-2014-164168","Medium","TEC-PH-10004908","Panasonic KX TS3282W Corded phone",8.499,1,"Central",34433,68,"Home Office",2014-11-19,"Standard Class",6.41,"Texas","Phones",2014,"North America",46,0.124985294117647,"0-20%"
"Technology","Dallas","United States","AH-102104","Alan Hwang",0.2,"US",1,2014-11-24,"CA-2014-166919","High","TEC-PH-10001305","Panasonic KX TS208W Corded phone",19.596,5,"Central",37599,196,"Consumer",2014-11-28,"Standard Class",26.17,"Texas","Phones",2014,"North America",48,0.0999795918367347,"0-20%"
"Office Supplies","Dallas","United States","AZ-107504","Annie Zypern",0.2,"US",1,2011-03-17,"CA-2011-158442","High","OFF-AR-10003732","Newell 333",0.3336,2,"Central",36397,4,"Consumer",2011-03-17,"Same Day",1.13,"Texas","Art",2011,"North America",12,0.0834,"0-20%"
"Office Supplies","Dallas","United States","AZ-107504","Annie Zypern",0.2,"US",1,2011-03-17,"CA-2011-158442","High","OFF-PA-10002195","Xerox 1966",1.8792,1,"Central",36398,5,"Consumer",2011-03-17,"Same Day",0.8,"Texas","Paper",2011,"North America",12,0.37584,"0-20%"
"Office Supplies","Dallas","United States","AZ-107504","Annie Zypern",0.2,"US",1,2011-03-17,"CA-2011-158442","High","OFF-PA-10002365","Xerox 1967",5.4432,3,"Central",36399,16,"Consumer",2011-03-17,"Same Day",1.33,"Texas","Paper",2011,"North America",12,0.3402,"0-20%"
"Office Supplies","Dallas","United States","GA-145154","George Ashbrook",0.2,"US",1,2011-05-18,"CA-2011-133963","Medium","OFF-PA-10001526","Xerox 1949",1.4442,1,"Central",41129,4,"Consumer",2011-05-22,"Second Class",0.2,"Texas","Paper",2011,"North America",21,0.36105,"0-20%"
"Office Supplies","Dallas","United States","BM-116504","Brian Moss",0.2,"US",1,2011-07-09,"CA-2011-165379","Medium","OFF-PA-10003072","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",3.6288,2,"Central",34663,10,"Corporate",2011-07-15,"Standard Class",0.38,"Texas","Paper",2011,"North America",28,0.36288,"0-20%"
"Office Supplies","Dallas","United States","BM-116504","Brian Moss",0.2,"US",1,2011-07-09,"CA-2011-165379","Medium","OFF-PA-10002245","Xerox 1895",4.485,3,"Central",34664,14,"Corporate",2011-07-15,"Standard Class",1.37,"Texas","Paper",2011,"North America",28,0.320357142857143,"0-20%"
"Office Supplies","Dallas","United States","KM-163754","Katherine Murray",0.2,"US",1,2011-07-20,"CA-2011-143903","High","OFF-ST-10003306","Letter Size Cart",38.5722,3,"Central",34372,343,"Home Office",2011-07-24,"Standard Class",31.88,"Texas","Storage",2011,"North America",30,0.112455393586006,"0-20%"
"Office Supplies","Dallas","United States","HM-148604","Harry Marie",0.2,"US",1,2011-07-21,"CA-2011-129189","Medium","OFF-EN-10003567","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",29.673,5,"Central",39319,88,"Corporate",2011-07-25,"Standard Class",3.58,"Texas","Envelopes",2011,"North America",30,0.337193181818182,"0-20%"
"Office Supplies","Dallas","United States","RD-199304","Russell D'Ascenzo",0.2,"US",1,2011-10-03,"CA-2011-120775","High","OFF-FA-10002676","Colored Push Pins",0.8688,3,"Central",39514,4,"Consumer",2011-10-07,"Standard Class",0.45,"Texas","Fasteners",2011,"North America",41,0.2172,"0-20%"
"Office Supplies","Dallas","United States","RD-199304","Russell D'Ascenzo",0.2,"US",1,2011-10-03,"CA-2011-120775","High","OFF-FA-10000254","Sterling Rubber Bands by Alliance",-3.768,4,"Central",39518,15,"Consumer",2011-10-07,"Standard Class",2.01,"Texas","Fasteners",2011,"North America",41,-0.2512,"0-20%"
"Office Supplies","Dallas","United States","RD-199304","Russell D'Ascenzo",0.2,"US",1,2011-10-03,"CA-2011-120775","High","OFF-LA-10002271","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",1.7248,2,"Central",39516,5,"Consumer",2011-10-07,"Standard Class",0.71,"Texas","Labels",2011,"North America",41,0.34496,"0-20%"
"Office Supplies","Dallas","United States","JG-158054","John Grady",0.2,"US",1,2011-10-07,"CA-2011-132801","Medium","OFF-ST-10001228","Fellowes Personal Hanging Folder Files, Navy",10.744,10,"Central",35123,107,"Corporate",2011-10-12,"Standard Class",5.26,"Texas","Storage",2011,"North America",41,0.100411214953271,"0-20%"
"Office Supplies","Dallas","United States","JK-153254","Jason Klamczynski",0.2,"US",1,2011-11-21,"US-2011-168501","Low","OFF-EN-10001509","Poly String Tie Envelopes",0.5508,1,"Central",36639,2,"Corporate",2011-11-27,"Standard Class",0.3,"Texas","Envelopes",2011,"North America",48,0.2754,"0-20%"
"Office Supplies","Dallas","United States","AH-104654","Amy Hunt",0.2,"US",1,2012-01-03,"CA-2012-141243","Medium","OFF-AR-10001246","Newell 317",0.7938,3,"Central",36351,7,"Consumer",2012-01-08,"Second Class",0.84,"Texas","Art",2012,"North America",1,0.1134,"0-20%"
"Office Supplies","Dallas","United States","AH-106904","Anna Häberlin",0.2,"US",1,2012-08-05,"CA-2012-112214","Medium","OFF-ST-10001505","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",-1.2558,7,"Central",37151,33,"Corporate",2012-08-11,"Standard Class",1.48,"Texas","Storage",2012,"North America",32,-0.0380545454545455,"0-20%"
"Office Supplies","Dallas","United States","AH-106904","Anna Häberlin",0.2,"US",1,2012-08-05,"CA-2012-112214","Medium","OFF-SU-10003567","Stiletto Hand Letter Openers",-4.896,3,"Central",37152,23,"Corporate",2012-08-11,"Standard Class",1.63,"Texas","Supplies",2012,"North America",32,-0.212869565217391,"0-20%"
"Office Supplies","Dallas","United States","CG-125204","Claire Gute",0.2,"US",1,2012-10-15,"US-2012-123918","High","OFF-PA-10003001","Xerox 1986",1.8704,1,"Central",38175,5,"Consumer",2012-10-15,"Same Day",1.3,"Texas","Paper",2012,"North America",42,0.37408,"0-20%"
"Office Supplies","Dallas","United States","LS-169754","Lindsay Shagiari",0.2,"US",1,2012-10-15,"US-2012-118766","Medium","OFF-EN-10001415","Staples",1.674,1,"Central",39202,4,"Home Office",2012-10-22,"Standard Class",0.23,"Texas","Envelopes",2012,"North America",42,0.4185,"0-20%"
"Office Supplies","Dallas","United States","SF-200654","Sandra Flanagan",0.2,"US",1,2012-12-05,"CA-2012-142937","Medium","OFF-AR-10003582","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",4.504,2,"Central",39617,45,"Consumer",2012-12-06,"First Class",10.64,"Texas","Art",2012,"North America",49,0.100088888888889,"0-20%"
"Office Supplies","Dallas","United States","AB-101504","Aimee Bixby",0.2,"US",1,2013-01-31,"CA-2013-147970","Critical","OFF-PA-10003936","Xerox 1994",5.4432,3,"Central",36410,16,"Consumer",2013-02-02,"Second Class",3.66,"Texas","Paper",2013,"North America",5,0.3402,"0-20%"
"Office Supplies","Dallas","United States","RW-196304","Rob Williams",0.2,"US",1,2013-03-06,"CA-2013-165218","Low","OFF-EN-10000056","Cameo Buff Policy Envelopes",50.4063,3,"Central",32215,149,"Corporate",2013-03-12,"Standard Class",9.11,"Texas","Envelopes",2013,"North America",10,0.338297315436242,"0-20%"
"Office Supplies","Dallas","United States","RW-196304","Rob Williams",0.2,"US",1,2013-03-06,"CA-2013-165218","Low","OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers",-0.812,1,"Central",32216,13,"Corporate",2013-03-12,"Standard Class",1.6,"Texas","Storage",2013,"North America",10,-0.0624615384615385,"0-20%"
"Office Supplies","Dallas","United States","SJ-201254","Sanjit Jacobs",0.2,"US",1,2013-03-09,"CA-2013-130400","Medium","OFF-EN-10001453","Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",49.3938,3,"Central",39804,146,"Home Office",2013-03-13,"Standard Class",6.23,"Texas","Envelopes",2013,"North America",10,0.338313698630137,"0-20%"
"Office Supplies","Dallas","United States","SR-207404","Steven Roelle",0.2,"US",1,2013-04-04,"CA-2013-162222","Critical","OFF-PA-10003893","Xerox 1962",3.21,3,"Central",39868,10,"Home Office",2013-04-04,"Same Day",3.94,"Texas","Paper",2013,"North America",14,0.321,"0-20%"
"Office Supplies","Dallas","United States","NB-186554","Nona Balk",0.2,"US",1,2013-04-29,"CA-2013-161816","Medium","OFF-LA-10004345","Avery 493",5.6956,4,"Central",31908,16,"Corporate",2013-05-02,"First Class",1.73,"Texas","Labels",2013,"North America",18,0.355975,"0-20%"
"Office Supplies","Dallas","United States","AS-102854","Alejandro Savely",0.2,"US",1,2013-05-22,"CA-2013-114209","Medium","OFF-PA-10003591","Southworth 100% Cotton The Best Paper",30.996,9,"Central",38365,83,"Corporate",2013-05-27,"Standard Class",8.15,"Texas","Paper",2013,"North America",21,0.37344578313253,"0-20%"
"Office Supplies","Dallas","United States","LH-171554","Logan Haushalter",0.2,"US",1,2013-07-11,"US-2013-131149","High","OFF-AR-10002135","Boston Heavy-Duty Trimline Electric Pencil Sharpeners",17.352,4,"Central",33030,154,"Consumer",2013-07-15,"Standard Class",24.4,"Texas","Art",2013,"North America",28,0.112675324675325,"0-20%"
"Office Supplies","Dallas","United States","LH-171554","Logan Haushalter",0.2,"US",1,2013-07-11,"US-2013-131149","High","OFF-ST-10000689","Fellowes Strictly Business Drawer File, Letter/Legal Size",-33.804,3,"Central",33029,338,"Consumer",2013-07-15,"Standard Class",71.39,"Texas","Storage",2013,"North America",28,-0.100011834319527,"0-20%"
"Office Supplies","Dallas","United States","JF-155654","Jill Fjeld",0.2,"US",1,2013-08-09,"CA-2013-121034","Critical","OFF-FA-10000585","OIC Bulk Pack Metal Binder Clips",3.6296,4,"Central",33096,11,"Consumer",2013-08-11,"Second Class",0.21,"Texas","Fasteners",2013,"North America",32,0.329963636363636,"0-20%"
